Image,Class,Confidence,BBox (xyxy),Status
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.63,"[339.67095947265625, 459.7298278808594, 507.3665466308594, 511.9078674316406]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.63,"[238.8180694580078, 285.827880859375, 507.35430908203125, 438.87469482421875]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.62,"[325.0867614746094, 93.18624114990234, 421.680419921875, 169.63320922851562]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.60,"[210.02041625976562, 114.781494140625, 371.30059814453125, 238.0011749267578]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.58,"[39.583839416503906, 322.1078186035156, 326.24365234375, 511.00408935546875]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.54,"[26.163232803344727, 402.6645202636719, 232.5924072265625, 511.5829162597656]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.49,"[266.10302734375, 400.2076416015625, 396.6617736816406, 509.6419982910156]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.47,"[242.3115692138672, 281.7523498535156, 509.44244384765625, 504.4454040527344]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.45,"[452.9786071777344, 241.27188110351562, 512.0, 352.7642517089844]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.40,"[99.17268371582031, 185.7798614501953, 277.0885009765625, 351.89715576171875]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.37,"[375.0909729003906, 382.5581970214844, 507.6910705566406, 478.8282165527344]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.33,"[1.267511010169983, 28.022802352905273, 50.22430419921875, 108.232177734375]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.33,"[1.6030457019805908, 17.595901489257812, 87.45094299316406, 113.4019546508789]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.32,"[397.4713439941406, 153.5586700439453, 512.0, 239.1917724609375]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.32,"[10.058545112609863, 234.12014770507812, 118.71065521240234, 313.49700927734375]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.31,"[246.71231079101562, 285.190673828125, 432.1106872558594, 439.9801330566406]",
dataset\train\images\Ketamine_13_jpg.rf.208b40a8fdb6b48aedbb1ee07b86d06c.jpg,Ketamine,0.29,"[337.740234375, 151.7889862060547, 509.5048828125, 289.9069519042969]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.88,"[27.562999725341797, 215.99642944335938, 164.134521484375, 301.13385009765625]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.88,"[323.95233154296875, 315.1324157714844, 434.0079040527344, 406.99951171875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.87,"[185.51483154296875, 278.0843811035156, 329.08563232421875, 411.1929626464844]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.83,"[3.9538817405700684, 59.977638244628906, 134.3907470703125, 159.5424346923828]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.80,"[296.76263427734375, 160.8310089111328, 488.51007080078125, 253.12435913085938]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.78,"[0.2717834413051605, 231.3406982421875, 81.29518127441406, 367.09295654296875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.65,"[155.00277709960938, 139.19515991210938, 328.89007568359375, 265.64117431640625]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.60,"[1.667688012123108, 383.82415771484375, 143.92025756835938, 492.3201599121094]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.58,"[396.0464782714844, 274.37225341796875, 501.87530517578125, 381.44354248046875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.55,"[17.2801513671875, 461.7557678222656, 185.9654998779297, 511.8172912597656]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.54,"[0.11635742336511612, 112.5910873413086, 48.76744842529297, 233.7155303955078]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.54,"[99.0657958984375, 116.852783203125, 187.0670623779297, 184.742919921875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.53,"[298.87908935546875, 359.78692626953125, 492.1924743652344, 511.51446533203125]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.52,"[454.845458984375, 216.8866729736328, 506.01654052734375, 299.61871337890625]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.51,"[224.2272491455078, 364.3941650390625, 489.8966369628906, 511.2841796875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.47,"[359.9300231933594, 468.47576904296875, 486.3575744628906, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.46,"[465.68896484375, 91.2433090209961, 509.90850830078125, 167.70236206054688]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.45,"[311.273681640625, 465.34307861328125, 484.87603759765625, 511.7040100097656]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.40,"[9.844091415405273, 298.12176513671875, 279.41259765625, 444.31280517578125]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.40,"[0.6803344488143921, 282.8358459472656, 145.84645080566406, 501.7154235839844]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.40,"[6.033203125, 464.9171447753906, 135.1287078857422, 511.057373046875]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.34,"[0.776379406452179, 287.62152099609375, 198.40023803710938, 482.0724182128906]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.28,"[7.948876857757568, 166.25807189941406, 188.66505432128906, 301.47161865234375]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.27,"[253.32290649414062, 221.159423828125, 463.3919372558594, 430.5205078125]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.27,"[128.02157592773438, 422.0502014160156, 319.4110412597656, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.4807c7e01ddb115b147aa6ec409fc110.jpg,Ketamine,0.27,"[6.035229682922363, 298.9591369628906, 288.06695556640625, 502.26287841796875]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.86,"[358.79107666015625, 63.771575927734375, 505.6805114746094, 180.84707641601562]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.65,"[1.038366675376892, 319.5084533691406, 134.50308227539062, 420.1309509277344]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.65,"[29.6395263671875, 214.38241577148438, 165.48915100097656, 295.64013671875]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.63,"[96.5528793334961, 0.46380615234375, 296.72576904296875, 72.09156799316406]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.62,"[125.70619201660156, 273.94732666015625, 291.59954833984375, 415.13287353515625]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.58,"[0.0, 126.9785385131836, 94.5352783203125, 246.0074005126953]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.57,"[332.5975646972656, 211.78466796875, 437.69354248046875, 316.5892028808594]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.50,"[246.9819793701172, 347.57794189453125, 421.39923095703125, 461.7372131347656]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.43,"[397.8760986328125, 263.71697998046875, 494.8670959472656, 363.25872802734375]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.40,"[1.755859375, 210.315185546875, 166.80606079101562, 352.83258056640625]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.35,"[243.216064453125, 236.4729461669922, 467.9781799316406, 454.32635498046875]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.34,"[6.708154201507568, 65.91584777832031, 189.44454956054688, 250.2355499267578]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.33,"[89.15420532226562, 41.509437561035156, 211.03857421875, 136.24838256835938]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.33,"[208.52255249023438, 23.064807891845703, 394.30535888671875, 174.65618896484375]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.33,"[199.4495086669922, 157.66319274902344, 345.985107421875, 289.01348876953125]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.31,"[61.91352462768555, 92.0427017211914, 341.826416015625, 277.00347900390625]",
dataset\train\images\Ketamine_13_jpg.rf.596f8b7ef5cd4ece9e792f214d602a0f.jpg,Ketamine,0.26,"[363.713623046875, 478.52166748046875, 436.4440002441406, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.85,"[90.385009765625, 264.01287841796875, 191.468505859375, 347.96807861328125]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.85,"[3.0660767555236816, 48.097267150878906, 70.79608154296875, 132.76792907714844]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.80,"[198.94915771484375, 244.40658569335938, 331.7296447753906, 367.64398193359375]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.77,"[51.55778884887695, 118.2418212890625, 231.4271697998047, 208.49124145507812]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.76,"[303.9422302246094, 433.51898193359375, 494.529541015625, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.76,"[376.63604736328125, 63.37163543701172, 511.1278381347656, 158.32070922851562]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.68,"[31.389917373657227, 320.80780029296875, 309.62091064453125, 505.99920654296875]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.66,"[429.3516540527344, 220.1222686767578, 512.0, 347.84149169921875]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.61,"[195.0238037109375, 119.40653991699219, 360.93402099609375, 234.7752227783203]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.51,"[345.09814453125, 204.7144317626953, 483.15069580078125, 281.9745788574219]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.49,"[321.9775390625, 100.83564758300781, 403.93096923828125, 168.96487426757812]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.49,"[27.659740447998047, 399.38165283203125, 229.96096801757812, 511.80908203125]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.47,"[99.5192642211914, 187.31521606445312, 270.1193542480469, 345.4760437011719]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.40,"[366.2105407714844, 363.8887023925781, 512.0, 476.69940185546875]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.40,"[248.25228881835938, 386.76690673828125, 382.78643798828125, 490.8619079589844]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.40,"[232.26113891601562, 273.6161193847656, 431.1836853027344, 433.9540100097656]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.37,"[227.9150390625, 262.570556640625, 507.5615234375, 436.2713317871094]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.34,"[229.44448852539062, 261.6604919433594, 509.35791015625, 511.7066955566406]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.34,"[6.376599311828613, 158.00588989257812, 71.01568603515625, 250.70132446289062]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.32,"[11.321435928344727, 237.1225128173828, 126.3846435546875, 318.09967041015625]",
dataset\train\images\Ketamine_13_jpg.rf.61646d1308c9800b1dc828fdecb5990c.jpg,Ketamine,0.32,"[1.014495849609375, 47.81622314453125, 53.4964599609375, 130.1442413330078]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.85,"[4.071832180023193, 56.897239685058594, 82.92547607421875, 145.70291137695312]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.83,"[246.03207397460938, 254.35140991210938, 372.5760192871094, 376.579345703125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.83,"[375.16522216796875, 446.36981201171875, 512.0, 511.88153076171875]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.83,"[395.5412292480469, 51.343711853027344, 501.81170654296875, 153.25701904296875]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.80,"[124.30839538574219, 274.8059997558594, 238.3821258544922, 367.84478759765625]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.78,"[57.53369140625, 126.431640625, 251.35275268554688, 217.18798828125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.74,"[336.5867614746094, 92.84806060791016, 425.389892578125, 157.46109008789062]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.74,"[419.86212158203125, 358.5703125, 512.0, 465.7909240722656]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.72,"[283.14495849609375, 266.77423095703125, 507.64361572265625, 444.220703125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.69,"[218.63906860351562, 111.7614517211914, 386.6148986816406, 234.44229125976562]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.67,"[381.3905334472656, 201.36416625976562, 510.8377990722656, 282.68194580078125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.59,"[89.3111801147461, 338.83380126953125, 326.06402587890625, 508.91973876953125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.57,"[12.391746520996094, 137.81039428710938, 53.5289192199707, 211.6547393798828]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.53,"[13.37969970703125, 178.0229034423828, 91.43997955322266, 271.39959716796875]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.40,"[411.86456298828125, 123.8796615600586, 510.50360107421875, 226.5288848876953]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.40,"[136.464111328125, 190.20477294921875, 305.1448669433594, 359.3773498535156]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.39,"[359.6845703125, 120.77177429199219, 511.1527404785156, 284.25421142578125]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.38,"[18.770471572875977, 253.09024047851562, 151.4199676513672, 413.8265075683594]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.38,"[98.0009536743164, 428.53857421875, 307.5963134765625, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.37,"[402.2770690917969, 433.16943359375, 512.0, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.34,"[412.65887451171875, 118.64131164550781, 510.95556640625, 265.5041198730469]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.31,"[54.230491638183594, 413.77435302734375, 308.860595703125, 511.83306884765625]",
dataset\train\images\Ketamine_13_jpg.rf.8bce7abd98da0915ec939be52225224a.jpg,Ketamine,0.30,"[84.2042465209961, 343.9897766113281, 438.5013122558594, 510.33721923828125]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.90,"[79.99360656738281, 214.68862915039062, 186.1072998046875, 305.4610900878906]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.89,"[341.47601318359375, 242.0080108642578, 477.118408203125, 321.1504821777344]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.83,"[42.321533203125, 0.0, 154.17153930664062, 64.82383728027344]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.82,"[414.9654846191406, 284.484130859375, 501.22906494140625, 400.2679138183594]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.79,"[224.258544921875, 447.1827087402344, 404.8971252441406, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.78,"[313.2933044433594, 394.3370056152344, 463.3394470214844, 512.0]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.73,"[219.7604522705078, 119.44291687011719, 389.744140625, 241.6326141357422]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.69,"[0.6343628168106079, 332.91802978515625, 161.71279907226562, 464.03302001953125]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.68,"[84.68522644042969, 75.89471435546875, 278.96441650390625, 181.81256103515625]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.58,"[29.516651153564453, 49.26205825805664, 88.81095886230469, 124.30537414550781]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.57,"[4.7271728515625, 246.66757202148438, 238.0846405029297, 460.5445251464844]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.57,"[388.306396484375, 127.1478042602539, 509.4142150878906, 217.03378295898438]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.56,"[13.789392471313477, 94.7305679321289, 105.17608642578125, 179.84765625]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.53,"[168.1489715576172, 237.8507843017578, 317.20843505859375, 353.1214294433594]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.47,"[308.6934509277344, 306.15350341796875, 490.31048583984375, 506.3421325683594]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.46,"[3.4853272438049316, 152.9236297607422, 123.17671203613281, 255.340576171875]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.42,"[362.79766845703125, 130.1177215576172, 450.0404357910156, 205.5600128173828]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.38,"[394.2303161621094, 189.23484802246094, 508.1275939941406, 291.18572998046875]",
dataset\train\images\Ketamine_13_jpg.rf.abe6b944977ab849a945f208c7e5ec8d.jpg,Ketamine,0.38,"[61.924949645996094, 152.09915161132812, 280.44110107421875, 310.52593994140625]",
